channel_id,category_id,channel_name,channel_name_en,channel_image,channel_url,channel_referer,channel_agent,channel_origin,need_vpn,for_iran,popular,isvip,category_name,category_name_en,channel_headers,sourses
73,20,جم بالیوود,Gem Bollywood,1782140219539.png,https://cp12.adabmedia.com/hls/live2/stream.m3u8,https://mytvsat.tv,,https://mytvsat.tv,0,1,91456202,0,شبکه های جم,GEM TV Networks,,"[{'ID': 902, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Bollywood2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 665, 'title': 'سرورخارج2', 'channel_url': 'https://gemss.bitaneshan.com/live/C_l1l__cvti4N5cR9UlhzA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 14, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/live2/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 547, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/live2/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
661,20,جم فود,Gem Food,1782140219548.png,https://cp12.adabmedia.com/hls/gmfood/stream.m3u8,https://mytvsat.tv,,,0,1,90456202,0,شبکه های جم,GEM TV Networks,,"[{'ID': 918, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20FOOD2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 860, 'title': 'سرورخارج2', 'channel_url': 'https://gemss.bitaneshan.com/live/V9Z9Hk9fsjr8CduNSS7AsA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 534, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/gmfood/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 548, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/gmfood/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
76,20,جم سریس پلاس,Gem Series +,1782140219560.png,https://10g.vitarani.com/live/5ANw1wQGidtTwQIxtINi_g__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,87402691,0,شبکه های جم,GEM TV Networks,,"[{'ID': 852, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Series%20Plus2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 726, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/5ANw1wQGidtTwQIxtINi_g__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 36, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/live3/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 37, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/live3/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
147,20,روبیکس,RUBIX TV,1782140219684.png,https://serversecond.ardanmi.com/live/_nsWt3cWvb_aS5rW206MXA__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,67163717,0,شبکه های جم,GEM TV Networks,,"[{'ID': 810, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Rubix2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 717, 'title': 'سرورخارج2', 'channel_url': 'https://serversecond.ardanmi.com/live/_nsWt3cWvb_aS5rW206MXA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 51, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/RUB/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 52, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/RUB/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
71,20,جم تیوی,Gem TV,1782140219562.png,https://gemtv.ardanmi.com/live/ADrg3rKMyZn7gfgEQMSEOw__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,49481005,0,شبکه های جم,GEM TV Networks,,"[{'ID': 734, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20TV2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 618, 'title': 'سرورخارج2', 'channel_url': 'https://back-tv-series.tamashaland.com/live/Yv39lyQl3KPgl6u2g_ZG4g__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 54, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/live4/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 273, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/live4/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
451,16,نیوفلیکس,NewFlix,1782140219653.png,https://newfhls.wns.live/hls/stream.m3u8,,,,1,1,30067786,0,فیلم و سریال,Movies & Series,,[]
116,1,شبکه یورتایم,Your time,1782140219471.jpg,https://live.yourtime.tv/hls/stream.m3u8,https://yourtime.tv/,,,0,1,21143881,0,سرگرمی,Entertainment,,"[{'ID': 435, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/ytime/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 462, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/ytime/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 553, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://live.yourtime.tv/hls/stream.m3u8', 'channel_referer': 'https://yourtime.tv', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
144,20,ریور,River,1782140219679.png,https://river.ardanmi.com/live/39BcYG5D6CoQJLrhPPzlBA__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,20847342,0,شبکه های جم,GEM TV Networks,,"[{'ID': 737, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20Gem%20River2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 851, 'title': 'سرورخارج2', 'channel_url': 'https://river.ardanmi.com/live/39BcYG5D6CoQJLrhPPzlBA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 59, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/RIV/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 61, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/RIV/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
72,20,جم تیوی پلاس,Gem TV +,1782140219563.png,https://10g.vitarani.com/live/deOXYsjTHd3bR16W1v2YOw__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,19217443,0,شبکه های جم,GEM TV Networks,,"[{'ID': 705, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20TV%20Plus2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 834, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/deOXYsjTHd3bR16W1v2YOw__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
672,16,اس ال تی‌وی 2,SL2 TV,1782140219634.png,https://sltwohls.wns.live/hls/stream.m3u8,https://sltwo.wns.live/,,,0,1,14397125,0,فیلم و سریال,Movies & Series,,"[{'ID': 428, 'title': 'سرورمناسب ایران1', 'channel_url': 'https://cp12.adabmedia.com/hls/sl2/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 430, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/sl2/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 464, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://ca.onetvapi.win:8443/sltwohls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': 'https://onetv202.app', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
22,2,آی فیلم ۱,ifilm1,1782140219695.png,https://live.presstv.ir/hls/ifilmfa.m3u8,,,,0,1,12001301,0,سراسری,National,,"[{'ID': 465, 'title': 'آی\u200cفیلم\u200cانگلیسی ', 'channel_url': 'https://live.presstv.ir/hls/ifilmen.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 203, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://ncdn.telewebion.ir/ifilm/live/playlist.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
80,20,جم دراما,Gem Drama,1782140219543.png,http://46.245.122.7:8080/hls/drama/stream.m3u8,https://mytvsat.tv/,,,0,1,11955369,0,شبکه های جم,GEM TV Networks,,"[{'ID': 913, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Drama2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 785, 'title': 'سرورخارج2', 'channel_url': 'https://gems1.ardanmi.com/live/Kfol1ZIqCEx6rH1XcnnxEg__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 66, 'title': 'سرورمناسب ایران', 'channel_url': 'https://cp12.adabmedia.com/hls/drama/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': 'https://mytvsat.tv/', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
82,20,جم دراما پلاس,Gem Drama +,1782140219544.png,https://10g.vitarani.com/live/p1tZ7EEOLEKjnv_y90MnPA__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,10273516,0,شبکه های جم,GEM TV Networks,,"[{'ID': 839, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Drama%20Plus2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 715, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/p1tZ7EEOLEKjnv_y90MnPA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 564, 'title': 'سرورمناسب ایران1', 'channel_url': 'https://cp12.adabmedia.com/hls/dramap/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 566, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/dramap/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
682,16,اکران مووی,Ekran Movie,1782140219438.jpg,https://main.ardanmi.com/live/C9cI_oISFYvgP1_lcKgj6g__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,8963083,0,فیلم و سریال,Movies & Series,,"[{'ID': 653, 'title': 'سرورخارج2', 'channel_url': 'https://main.ardanmi.com/live/C9cI_oISFYvgP1_lcKgj6g__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 278, 'title': 'سرورمناسب ایران1', 'channel_url': 'https://cp12.adabmedia.com/hls/ekranm/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 567, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/ekranm/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
196,5,جم اسپرت,Gem Sport,1782140219561.png,https://10g.vitarani.com/live/v_7c79_XGyehukYozgX4kQ__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,6557324,0,ورزشی,Sports,,"[{'ID': 845, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Sport2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 720, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/v_7c79_XGyehukYozgX4kQ__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 466, 'title': 'سرورمناسب ایران۱', 'channel_url': 'http://91.107.155.81/live/BmjG6meUcn3VzH2s9W1pDg__/master.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
109,5,ای‌تی‌سی,ITC,1782140219581.png,https://customer-gbrbp7ltq327hpsu.cloudflarestream.com/206463b5cd3531892c9bf8e69735d316/manifest/video.m3u8?parentOrigin=https%3A%2F%2Fitctv.ca,https://customer-gbrbp7ltq327hpsu.cloudflarestream.com/206463b5cd3531892c9bf8e69735d316/iframe,,,0,1,6557323,0,ورزشی,Sports,,[]
404,16,تودی تی‌وی,Today TV,1782140219736.png,https://glserver1.tamashaland.com/live/mvEGFIb3XPh3iGzqNN55KQ__/master.m3u8,https://salintv.com/,,https://salintv.com/,0,1,6484747,0,فیلم و سریال,Movies & Series,,"[{'ID': 697, 'title': 'سرورخارج2', 'channel_url': 'https://glserver1.tamashaland.com/live/mvEGFIb3XPh3iGzqNN55KQ__/master.m3u8', 'channel_referer': 'https://salintv.com/', 'channel_origin': 'https://salintv.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
